Level,Date and Time,Source,Event ID,Task Category,Description
Information,02-11-2022 08:48,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,02-11-2022 08:47,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver rt640x64.inf_amd64_792ec22022b6b0f5 for Device Instance ID PCI\VEN_10EC&DEV_8168&SUBSYS_E0001458&REV_0C\4&3704E371&0&00E0 with the following status: 0x0.
Information,02-11-2022 08:47,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver heci.inf_amd64_5876ecc7532159d7 for Device Instance ID PCI\VEN_8086&DEV_A13A&SUBSYS_1C3A1458&REV_31\3&11583659&0&B0 with the following status: 0x0.
Information,02-11-2022 08:47,MEIx64,2,None,Intel(R) Trusted Execution Engine Interface driver has started successfully.
Warning,02-11-2022 08:47,MEIx64,4,None,The Intel(R) Trusted Execution Engine Interface is being disabled.
Information,02-11-2022 08:47,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A121&SUBSYS_50011458&REV_31\3&11583659&0&FA with the following status: 0x0.
Information,02-11-2022 08:47,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A115&SUBSYS_50011458&REV_F1\3&11583659&0&E5 with the following status: 0x0.
Information,02-11-2022 08:47,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A118&SUBSYS_50011458&REV_F1\3&11583659&0&E8 with the following status: 0x0.
Information,02-11-2022 08:47,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A123&SUBSYS_50011458&REV_31\3&11583659&0&FC with the following status: 0x0.
Information,02-11-2022 08:47,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A143&SUBSYS_50011458&REV_31\3&11583659&0&F8 with the following status: 0x0.
Information,02-11-2022 08:47,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A114&SUBSYS_50011458&REV_F1\3&11583659&0&E0 with the following status: 0x0.
Information,02-11-2022 08:47,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver intcdaud.inf_amd64_7383627629a7d914 for Device Instance ID HDAUDIO\FUNC_01&VEN_8086&DEV_2809&SUBSYS_80860101&REV_1000\4&11D6FE01&0&0201 with the following status: 0x0.
Information,02-11-2022 08:44,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver xtuacpidriver.inf_amd64_3980d21753a6d40f for Device Instance ID ACPI\INT3394\2&DABA3FF&0 with the following status: 0x0.
Information,02-11-2022 08:43,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A121&SUBSYS_50011458&REV_31\3&11583659&0&FA with the following status: 0x0.
Information,02-11-2022 08:43,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A115&SUBSYS_50011458&REV_F1\3&11583659&0&E5 with the following status: 0x0.
Information,02-11-2022 08:43,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A118&SUBSYS_50011458&REV_F1\3&11583659&0&E8 with the following status: 0x0.
Information,02-11-2022 08:43,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A123&SUBSYS_50011458&REV_31\3&11583659&0&FC with the following status: 0x0.
Information,02-11-2022 08:43,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A143&SUBSYS_50011458&REV_31\3&11583659&0&F8 with the following status: 0x0.
Information,02-11-2022 08:43,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A114&SUBSYS_50011458&REV_F1\3&11583659&0&E0 with the following status: 0x0.
Information,02-11-2022 08:43,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A121&SUBSYS_50011458&REV_31\3&11583659&0&FA with the following status: 0x0.
Information,02-11-2022 08:43,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A115&SUBSYS_50011458&REV_F1\3&11583659&0&E5 with the following status: 0x0.
Information,02-11-2022 08:43,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A118&SUBSYS_50011458&REV_F1\3&11583659&0&E8 with the following status: 0x0.
Information,02-11-2022 08:43,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A123&SUBSYS_50011458&REV_31\3&11583659&0&FC with the following status: 0x0.
Information,02-11-2022 08:43,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A143&SUBSYS_50011458&REV_31\3&11583659&0&F8 with the following status: 0x0.
Information,02-11-2022 08:43,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver sunrisepoint-hsystem.inf_amd64_bcf3029f12c9eb1b for Device Instance ID PCI\VEN_8086&DEV_A114&SUBSYS_50011458&REV_F1\3&11583659&0&E0 with the following status: 0x0.
Information,02-11-2022 08:43,Microsoft-Windows-UserPnp,20001,-7005,Driver Management concluded the process to install driver iaahci.inf_amd64_86c6a9f869a36c68 for Device Instance ID PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8 with the following status: 0x0.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\Google\Chrome\Application\chrome.exe with process id 24512 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\Google\Chrome\Application\chrome.exe with process id 24476 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\svchost.exe with process id 24372 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\svchost.exe with process id 24280 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\svchost.exe with process id 24100 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe with process id 24048 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\svchost.exe with process id 24040 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\CCleaner\CCleaner64.exe with process id 23972 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\csrss.exe with process id 23852 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.20544.0_x64__8wekyb3d8bbwe\HxTsr.exe with process id 23604 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\SrTasks.exe with process id 23500 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.20544.0_x64__8wekyb3d8bbwe\HxCalendarAppImm.exe with process id 23380 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\svchost.exe with process id 23172 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\Google\Chrome\Application\chrome.exe with process id 23068 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\Google\Chrome\Application\chrome.exe with process id 22764 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\RuntimeBroker.exe with process id 22744 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\audiodg.exe with process id 22632 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\fontdrvhost.exe with process id 22560 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\winlogon.exe with process id 22496 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\RuntimeBroker.exe with process id 22492 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\Google\Chrome\Application\chrome.exe with process id 22268 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\Google\Chrome\Application\chrome.exe with process id 22152 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\svchost.exe with process id 22148 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\ctfmon.exe with process id 21780 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\Google\Chrome\Application\chrome.exe with process id 21748 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\dllhost.exe with process id 21656 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\Google\Chrome\Application\chrome.exe with process id 21432 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\Google\Chrome\Application\chrome.exe with process id 21256 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\ApplicationFrameHost.exe with process id 20828 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\DriverStore\FileRepository\cui_dch.inf_amd64_f3a64c75ee4defb7\igfxEM.exe with process id 20652 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\drvinst.exe with process id 20456 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\svchost.exe with process id 20304 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\ProgramData\Microsoft\Windows Defender\Platform\4.18.2201.10-0\MpCopyAccelerator.exe with process id 20272 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe with process id 20004 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe with process id 19720 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\Google\Chrome\Application\chrome.exe with process id 19252 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\WindowsApps\Microsoft.SkypeApp_15.79.95.0_x86__kzf8qxf38zg5c\Skype\Skype.exe with process id 19212 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\svchost.exe with process id 19208 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files (x86)\TeamViewer\TeamViewer_Service.exe with process id 18664 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\WindowsApps\Microsoft.SkypeApp_15.79.95.0_x86__kzf8qxf38zg5c\Skype\Skype.exe with process id 18604 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\SettingSyncHost.exe with process id 18468 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\Google\Chrome\Application\chrome.exe with process id 18368 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\svchost.exe with process id 18328 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\Google\Chrome\Application\chrome.exe with process id 18176 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Program Files\CCleaner\CCleaner64.exe with process id 18160 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\RuntimeBroker.exe with process id 18072 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\svchost.exe with process id 17860 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
Warning,02-11-2022 08:43,Microsoft-Windows-Kernel-PnP,225,-223,The application \Device\HarddiskVolume6\Windows\System32\svchost.exe with process id 17620 stopped the removal or ejection for the device PCI\VEN_8086&DEV_A102&SUBSYS_B0051458&REV_31\3&11583659&0&B8.
